

Voxel Size,RANSAC Max Trials,RANSAC Residual Threshold,Isolation Forest Contamination,LOF Neighbors,LOF Contamination,DBSCAN EPS,DBSCAN Min Samples
0.02,1000,0.3,0.3,30,0.4,1,5
Case,Label,Original Length,Original Width,Estimated Length,Estimated Width,Relative Error
b1-1,1,5.5166102687657155,4.887675549942064,4.855589307452551,4.501626555986289,0.09940396260148301
b2-1,1,9.561186290174522,5.3145613426119045,7.123291704220827,4.783113188156387,0.17748837622547275
b7-1,1,18.939727002729633,4.0028325845170825,17.117595427568574,3.5638375651118555,0.10293897349579781
b1-2,2,5.372594737950464,4.529444102223171,4.992966601152574,3.815791959168505,0.11410927473666096
b2-2,2,9.44316687200338,4.701587698519013,7.904530478485301,3.6419782560248346,0.1941545836418666
b7-2,2,19.51442854766638,3.9472546471764427,17.733306217410426,2.4783238898952247,0.23170596170155994
b1-3,3,5.366608703788034,4.676623306843124,4.840083492061344,4.562617268519393,0.06124460057804723
b7-3,3,18.729486074117915,4.137046474202637,16.158338168054613,3.915257086434524,0.09544432164478887
Mean Average Error,0.1196100060695197,Mean Time,18.69508941968282


Voxel Size,RANSAC Max Trials,RANSAC Residual Threshold,Isolation Forest Contamination,LOF Neighbors,LOF Contamination,DBSCAN EPS,DBSCAN Min Samples
0.05,1000,0.3,0.3,30,0.4,1,5
Case,Label,Original Length,Original Width,Estimated Length,Estimated Width,Relative Error
b1-1,1,5.5166102687657155,4.887675549942064,4.505518986342419,4.359054721314791,0.14571754493607
b2-1,1,9.561186290174522,5.3145613426119045,7.350129682963824,4.759954817491287,0.16780470315826154
b7-1,1,18.939727002729633,4.0028325845170825,17.31740128088423,3.8958039460568465,0.05619775840535601
b1-2,2,5.372594737950464,4.529444102223171,4.961286277025029,3.7704943845066246,0.12205794689935756
b2-2,2,9.44316687200338,4.701587698519013,7.853718768500114,3.52718089050379,0.20905334089229838
b7-2,2,19.51442854766638,3.9472546471764427,17.134196799676506,2.5219339567651415,0.24153228245150804
b1-3,3,5.366608703788034,4.676623306843124,4.635442747537943,4.584046810434956,0.07801958031422819
b7-3,3,18.729486074117915,4.137046474202637,17.288962695254586,3.8423959510699732,0.07406724803503567
Mean Average Error,0.12160560056579062,Mean Time,1.4747992356618245


Voxel Size,RANSAC Max Trials,RANSAC Residual Threshold,Isolation Forest Contamination,LOF Neighbors,LOF Contamination,DBSCAN EPS,DBSCAN Min Samples
0.01,1000,0.3,0.3,30,0.4,1,5
Case,Label,Original Length,Original Width,Estimated Length,Estimated Width,Relative Error
b1-1,1,5.5166102687657155,4.887675549942064,5.057606757310143,4.309061811454405,0.10079304731667307
b2-1,1,9.561186290174522,5.3145613426119045,6.850204544358777,4.800235631942913,0.19015850629169284
